Dao_title,categories,about,blockchain,followers,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/8392106e2ff53c3a848c7133099faebb.png
shiny object social club dao,"['Collector', 'Social']",social and service dao with shared treasury using gnosis safe and will be launching social token very shortly,other,0,https://ipfs.io/ipfs/QmWEiModYkEPJg7xJQku4nVmYxfKzbJE7RuYND23dMUowS
starlink governance panel dao,['Gaming'],this panel is psuedo dac testing the process and mechanics of enacting decentralized autonomous community on the protocol and governance of starl,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/w_g108oz_400x400.jpg
spruce dao,['DAO Tools'],an ecosystem of open source tools to enable user controlled identity anywhere,ethereum,31200,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/nGt5txej_400x400.jpg
oxygen dao,"['Protocol', 'DeFi']",defi prime brokerage protocol and cross chain decentralized wallet built to scale democratizes borrowing lending and trading with leverage and allows users to make the most of their capital,solana,30600,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/JjtKCc5W_400x400.png
sunrise gaming by dao,['Gaming'],dedicated to make casino games decentralized as well as make all the games trackable on its native blockchain the name sunrise gaming was chosen to express our determination and desire for the true dawn of the casino world the name sunrise gaming represents new age of hope rising to meet everybody needs and to shine over the shadow that the outdated casinos are hiding under the casino industry so far oddly enough has not been the best environment for players with an expression of our determination depicted as vibrant glow it will illuminate all that has been hidden until now and with that we will operate our casinos with complete transparency we are proud to say that sunrise gaming is the perfect and unique environment for players,ethereum,33400,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/UlyJW87D_400x400.jpg
zero dao,"['DAO Tools', 'Media']",enables the creation of sovereign decentralized and virtual communities organizations and nations,ethereum,23900,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/AVzkuaOa_400x400.jpg
skale network dao,['DAO Tools'],elastic multichain network for ethereum scaling,ethereum,105400,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/UzJn2GoX_400x400.jpg
gnosis safe dao,"['DAO Tools', 'DeFi']",platform to manage digital assets on ethereum,ethereum,56600,https://ipfs.io/ipfs/QmbfbxJFXj3J1Gm48zJy6FM8WJYtvUHUDiiBoHfDsA6a1C
squarmies dao,"['other', 'other', 'other', 'other']",squarmies is collection of unique square headed beings they re part of the square comics,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/zZp1s7c3_400x400.jpg
celestia dao,"['DAO Tools', 'Protocol']",pluggable consensus and data availability layer for building decentralized blockchains,ethereum,116000,https://ipfs.io/ipfs/QmZpgW71cDbXwcjPn7UjtHXXMUYisABLci26e6gCmvns9b
brawl turtles dao,"['other', 'other', 'other', 'other']",first tradable nft collection in moonbeamnetwork with unique turtles ready to fight,other,0,https://camo.githubusercontent.com/46152b7c2117ba9c7b25cf9a13cda8f2b0a6a65f8e7dae92fe89302c9da2cb98/68747470733a2f2f3239333335343839302d66696c65732e676974626f6f6b2e696f2f7e2f66696c65732f76302f622f676974626f6f6b2d6c65676163792d66696c65732f6f2f6173736574732532462d4d5f3732736b4e31647965373170754d646a732532462d4d69717a6c356f4b31635858416b41526645522532462d4d69732d79654b70314b7268374a4f467a51472532466a65745f6c6f676f6d61726b5f636f6c6f722e706e673f616c743d6d6564696126746f6b656e3d30623864666338342d333764372d343535642d396466642d376262353963656535613161
jet association dao,['DeFi'],the jet association mission is to grow and scale the jet protocol ecosystem while pushing the limits of defi through active governance and community engagement jet protocol is an open source non custodial borrowing and lending protocol on the solana blockchain jet protocol offers its users two core products margin loans flexible loan that user can take out in supported assets from the protocol paying interest fees margin deposits deposits that user can make in supported assets to the protocol in exchange for interest income all deposits are transferred by default to common liquidity pool which is then used as source for borrowing this means that there is no matching between individual borrowing and lending users,solana,7300,https://global.discourse-cdn.com/standard10/uploads/mango/original/1X/66a85d6b21c3555fbc8d415e389ba566fccd4127.png
mango dao,['DeFi'],trade spot margined and perpetual futures markets permissionless and all on chain mango intends to merge the liquidity and usability of cefi with the permissionless innovation of defi at lower cost to the end user than both currently provide towards this goal mango offers margin trading lending and perpetual futures along with decentralized governance to decide the future evolution in the long run mango permissionless ecosystem encourages spectacular outlandish and unpredictable innovations possible of overtaking centralized finance with lightning speed trade execution and near zero fees mango harnesses the power of solana high performance blockchain as well as serum dex decentralized permissionless central limit order book for margin trading the mango token is governance token first and foremost collectively the token holders have the power to upgrade the protocol as they see fit only constrained by the checks and balances of the dao this allows token holders to create incentives to reward participation and drive usage of the protocol,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/jYf0rG0v_400x400.jpg
iotexlab dao,['DeFi'],iotex coin staking community,ethereum,3000,https://ipfs.io/ipfs/QmaibD5ACgR2iyhSL7bPMuF78hxG3JrKst4UyXsZprXGqA
crypto moth dao,"['other', 'other', 'other', 'other']",moths to be caught when the lamp is on be sure to look for moth you like you may never see it again,other,0,https://pbs.twimg.com/profile_images/1469499146876895237/1A3YlgaE_400x400.jpg
galacticdao,"['other', 'other', 'other', 'other']",powered by gla the diversified treasury token and reserve currency of web backed by uncorrelated assets,other,0,https://ipfs.io/ipfs/QmZRBW3Psriz37s5U5QBmSbWvTne3Y5FafP22sSoM3tJ4s
reverse protocol dao,"['other', 'other', 'other', 'other']",defi protocol generating passive income for rvrs stakers through community governed treasury profits out paid weekly,other,0,https://ipfs.io/ipfs/QmX6T5YaoSVApjBuSzVE9ozn73aivUnd2KJRW6Anr88rJR
alkemi network dao,['DeFi'],bridging cefi to defi on ethereum building network for everyone to participate in decentralized finance,ethereum,11000,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/30hFM0-n_400x400.jpg
instadapp dao,"['DAO Tools', 'DeFi']",defi management,polygon,42800,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/RiFq-4pn_400x400.jpg
governor dao,"['DAO Tools', 'other']",governor dao offers dao governance bootstrapping tools and tutoring and biometric proof of humanity membership registration to facilitate person vote systems governor dao is wyoming based decentralized autonomous organization positioned as the dao of daos governors offer suite of products and services for projects looking to build dao qualities in their communities our offerings include an industry first sybil resistance product for one voice one vote governance and as governance bootstraps for new communities consultations and smart contract porting,ethereum,10300,https://ipfs.io/ipfs/QmZuSrsW7Ho1rqA5kNaZCAYQ4wA1uDysUo6NhBhpefzbvu
footium dao,"['other', 'other', 'other', 'other']",footium is web football management game that allows players to become the owner manager and scout for their very own football club,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/VbC_m_QR_400x400.jpg
metagame dao,['Social'],massive online coordination game about to redefine the way we play life,ethereum,8800,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/ycU-ti26_400x400.jpg
drift protocol dao,"['DeFi', 'Protocol']",decentralized exchange for perpetual futures built on solana,solana,51900,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/pa95kZxr_400x400.jpg
kong land dao,"['DeFi', 'Protocol', 'Media', 'Social']",crypto state governed by its citizens and composed of collective of daos with the common goal of exporting physical cryptoassets to make crypto ubiquitous,binance,3500,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/QKTkZZvw_400x400.png
angeldao,"['Investment', 'other', 'Protocol']",distributed systems investment collective venturedao,ethereum,3200,https://ipfs.io/ipfs/QmPNgiEjQ7yXEw8XP5erjF1SLovWM9k6UuBtFdWDpT5Jyh
pandapunknft dao,"['other', 'other', 'other', 'other']",the official pandapunknft with collection of unique panda on bsc,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/VSEvdbW__400x400.jpg
meter dao,['DAO Tools'],high performance infrastructure that allows smart contracts to scale and travel seamlessly through heterogeneous blockchain networks,ethereum,31000,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/GgopY4lh_400x400.jpg
liquidity network dao,"['DAO Tools', 'DeFi']",blockchain based payment hub platform offering zero gas fee transactions,ethereum,5900,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/amh3acDp_400x400.png
starkware dao,['DAO Tools'],creating solutions to solve the privacy issues inherent in today permissionless blockchains while increasing transaction speed,ethereum,194900,https://pbs.twimg.com/profile_images/1494083015311609859/RGdJ43ow_400x400.jpg
kycdao,"['other', 'DAO Tools']",multichain platform for issuing reusable onchain kyc verifications trustless verification of identity in web is complex task complicated by an ever changing legal and regulatory landscape and dizzying array of one off verification service providers that are often unreliable how can we solve this kycdao is here to help onchain kyc nfts which are issued to each of our verified community members as nontransferable tokens serve as unified approach for the web community to interact with variety of protocols and dapps we are creating shared bridge of on chain proofs that enable the web service providers to deliver products to verified users,other,0,https://stamp.fyi/avatar/eth:0xC6D7522f7B012b22Bc365C9C43b3DBf13B9aAfF9?s=138&ts=1653995438
mxc dao,['other'],the largest web iot metaverse submit proposal with million mxc related topics can only be discussed times months frame anyone can vote the mxc foundation is the steward of the mxprotocol and the mxc token together we are building global data network that allows the devices of tomorrow to connect commit and communicate more efficiently than ever before,ethereum,8600,https://pbs.twimg.com/profile_images/1296698561548042243/9LJa_UV9_400x400.jpg
multiplier dao,['DeFi'],multiplier is non custodial lending protocol on binance smart chain with flash loans multiplier is non custodial lending protocol on binance smart chain which allows depositers to earn lending yield and borrowers to borrow in collateralised or un collateralised way flash loans the protocol designs are architected and forked based on aave introducing range of new features previously not available in,binance,5700,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/PIdFeLla_400x400.jpg
layer3 dao,['Social'],allows users to earn crypto by contributing to dao community,ethereum,136100,https://ipfs.io/ipfs/QmSbbN1vqdLc9VSorqJ1jRw1n3ztqMUA49eeCVzLjiuWih
ascension dao,['DeFi'],ascension protocol is decentralized autonomous organization dao dedicated to providing defi tools and opportunities for its constituents,other,0,https://ipfs.io/ipfs/QmXwNVmG4wNpqFjFVo8mZeSWZcfXXmzUDdTWJeJmvJnBrp
mimo dao,['other'],mimo provide decentralised and multichain euro stablecoin,other,0,https://ipfs.io/ipfs/QmZvxLXiS1PzFzYarn2ybdjLB5XpNc4iuyh4TNX6p8cJ2p
sipher nexus dao,"['other', 'other', 'other', 'other']",sipher is an interstellar sci fi fantasy odyssey with high octane looter shooter gameplay and infinite replayability,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/16575674ae5de5ec0c0128ed9e991c0a.jpg
taka labs  dao,['Protocol'],our mission is make the crypto market accessible open safe and fair for all to use the taka labs team consists of experienced talented and passionate people who wish to add value to the fully decentralized network founded by open source enthusiasts the team has grown to include broad spectrum of abilities and perspectives there is shared ethos to achieve goals as set out in the roadmap we re members traders developers investors,other,0,https://cryptohobos.io/cryptohoboslogo.png
crypto hobos dao,"['other', 'other', 'other', 'other']",the most insane nft collection ever all traits are hand drawn on paper with oil and colors then scanned nfts are made from combination of more than traits hand drawn in very specific technique,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/AH0vbACw_400x400.png
audacity fund dao,"['Venture Capital', 'Social', 'Investment']",crypto vc fund investing in black african led crypto startups targeting trillion dollar markets worldwide,ethereum,1700,https://pbs.twimg.com/profile_images/1374603662698246148/45nMfqRQ_400x400.jpg
mars project dao,['DeFi'],mars is the first ethereum based decentralized standardized hashrate protocol mars is the first ethereum based decentralized standardized hashrate protocol mars project combines standardized hashrate product and liquidity mining together packing pow mining into an on chain protocol it provides consistent pow mining output which could be acutely calculated in the very beginning offering an edge for users on mining stability no more complicated variables on daily mining from now on on the other hand mars would be distributed to users in this project earning reward from staking and liquidity providing lp shorten the distance of defi to bitcoin community,ethereum,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/Ou9Fi_5a_400x400.png
fei dao,['DeFi'],fei is stablecoin protocol with inbuilt balancing properties such as minting upon demand peg incentives strong protocol control over collaterals and proactive rebalancing,ethereum,81300,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/79TKGpBd_400x400.jpg
pacoca dao,['DeFi'],sweet portfolio manager where users can track their defi assets invest in smart vaults with compounding yields and trade tokens at the best rates using the decentralized exchange aggregator,binance,42300,https://ipfs.io/ipfs/QmVq9tXgkykGVduCVFbKPeU5B8YbjYQZLBTd6S7hZiMA6u
rarebunniclub dao,"['other', 'other', 'other', 'other']",sold out pixelbuns free mint wen by bunnizer,other,0,https://pbs.twimg.com/profile_images/1520407872441667585/iWoA5ziw_400x400.jpg
harmony creative dao,"['other', 'other', 'other']",we create and commission content to promote the harmony protocol harmony communities and the people that call harmony home,other,0,https://ipfs.io/ipfs/QmW4S9aeKk54gtdLvzXQy6LpojfwygfJyhy6M1JbwqNsmR
harmony community dao,"['other', 'other', 'other', 'other']",harmony is an open and fast blockchain get connected to our multi chain world,other,0,https://raw.githubusercontent.com/near/ecosystem/main/img/vitalpointai.png
vital point ai dao,"['other', 'other', 'other', 'other']",open source governance and decision support solutions that innovate on blockchain mixed reality and data the internet is undergoing reinvention self sovereign identity data protection encrypted communications are some of the pillars on which it being built blockchain data science including machine learning and artificial intelligence and mixed reality are manufacturing this new world they enable us to augment intuition helping make faster better decisions are catalysts for the emergence of new forms of efficient organizations and expand the boundaries of the world in which we interact and communicate it the open web where individuals control data middlemen and bureaucracy are eliminated and censorship becomes thing of the past the future is coming help us build it,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/H0vGRpyB_400x400.jpg
zapper  dao,['DAO Tools'],asset management platform for decentralized finance,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/_LAp7Dsb_400x400.jpg
rari capital dao,['DeFi'],powerful open interest rate protocol built on the ethereum blockchain,ethereum,56700,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/j1EfbeyW_400x400.jpg
whale dao,"['Social', 'Media']",exclusive self governed community where crypto non crypto affluents gain access to unforgettable experiences epic projects limitless profitability,ethereum,41300,https://ipfs.io/ipfs/QmXJi1E7SR24pQhf5NpU9hpGkBTtB54nMdatWJtK8Dn7E8
aventus network dao,"['other', 'other', 'other', 'other']",we are the enterprise grade blockchain take your business to the next level with our user friendly interoperable blockchain which includes all necessary value added services built around the aventus network with full ethereum and polkadot,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/gxowxWj7_400x400.jpg
synapse protocol dao,"['DAO Tools', 'Protocol']",cross chain layer protocol powering frictionless between blockchains,ethereum,69200,https://ipfs.io/ipfs/Qmf1ygqijW1KGT2byzyoj1k1naW6GKAwNKf7TTSoQYd2Zi
baby wealthy club dao,"['Collector', 'Social']",collection of born rich babies baby wealthy club is brand created by talented designer originally from babyswap after all the hard work and being recognized by the communities she believes that her artifact can be more popular worldwide and not limited to the crypto world to realize the bigger dream of her own she has talked to the original team and showed the ambition and passion of starting her own nft collection the team stands by the decision and provides support to the baby wealthy club pfp holders the artist and the babyswap team share the same commercial rights of the use of baby avatar as agreed,other,0,https://ipfs.io/ipfs/QmctmGzFhJA1tesacwmm9f2jvu1zrMskTmfABKq8uhQ9TA
rchain dao,"['DeFi', 'Investment']",rdao is decentralized governance platform token made for the rchain community we will work on exploring more and more ways to play with dao and will have more and more complete tools rdao should be like chameleon with the best environmental adaptability and always the most agile response to the situation at hand we will always learn from history as lessons to keep learning and growing and put the right tools in the right places we promise to always listen to the valuable opinions of all people and we promise to always provide equal opportunities for all welcome to the rdao family,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/267d54423830c72c249591755a692cc1.png
k.group dao,"['Social Impact', 'Investment']",our mission is to help solve the affordable housing crisis by converting residential properties into shared living spaces group dao raises funds to acquire single family properties we then convert these properties by adding additional rooms and bathrooms per code allowed the standard conversion is renovating three bedroom to an eight bedroom but can also go up to bedrooms the rooms are then rented out to low income tenants which not only allows them better housing but it gives them chance to become financially stable the rents per room ranges between per month fully furnished with all utilities and internet included this means an bedroom property could generate between per month of cashflow for the dao while also providing an instant solution to those waiting for housing,other,0,https://pbs.twimg.com/profile_images/1156297966233067521/Rt2YFQgt_400x400.jpg
metacartel dao,"['other', 'other', 'other']",metacartel is ecosystem of creators and operators building decentralized applications dapps dedicated to building and connecting the application layer community of crypto since late we have grown an active community of over builders and held over meetups all the world and holds an active presence at most major ethereum developer events helping early teams get to the next level with grant funding and operational support since the july of we have deployed over usd in grant funding and support to over dapps in finding initial customers and pilot opportunities,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/6MMHAB8P_400x400.png
request  dao,"['DAO Tools', 'DeFi']",ethereum based decentralized payment system,ethereum,66700,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/6NXGOi4G_400x400.jpg
thugdao,['Collector'],collection of uniquely generated tough and collectible thugbirdz,solana,16300,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/41i5qiPr_400x400.jpg
nft oasis  dao,"['Social', 'Metaverse', 'Protocol']",immersive vr experience for the nft community,ethereum,3200,https://ipfs.io/ipfs/QmQR5UbLgwJVjHoJD3dZngnP9BnsXheMLTQNTEoNix3Xto
aperocket dao,['DeFi'],ape rocket is the new deflationary token on the binance smart chain,binance,12100,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/6MSHzW1g_400x400.jpg
lootmetaversedao,['Metaverse'],building an ever expanding loot metaverse,ethereum,1800,https://ipfs.io/ipfs/QmWe6sMgURBDA3cadz6s59MDjExHtNXXsFBvVG84PMGdhU
yam dao,"['DeFi', 'Grant']",only delegated yam may be used to vote on proposals you can delegate to yourself or another address here yam finance delegate,other,0,https://cdn.discordapp.com/attachments/911645309753507871/924224477259235328/unknown.png
cthulhu armageddon 2022 dao,"['other', 'other', 'other', 'other']",cthulhu armageddon is community driven nft rpg save or sacrifice,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/Wq5gUhFN_400x400.jpg
cryptex dao,['Protocol'],the protocol powering the world first total crypto market cap token tcap cryptex is crypto token pegged to the total market cap of all crypto tokens and coins as sourced by its oracles its user pooled collaterals farm yield while pegging currently in beta,ethereum,14000,https://twitter.com/ParagonsDAO/photo
paragons dao,"['other', 'other']",an economic and social partner dao promising blockchain powered gaming ecosystems,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/-aY-VlJK_400x400.jpg
kernel dao,['Social'],peer to peer learning community dedicated to the journey towards better understanding of truth in our work in our relationships with others and in our inner worlds,ethereum,13900,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/0bzGsVJI_400x400.png
own.fund dao,"['DAO Tools', 'Investment']",own fund is collectively managed investment vehicle aiming to facilitate community token daos set to become an incubator main resource for web buidlerss its kyc membership includes prominent investment defi gaming and other ecosystem play,ethereum,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/z8CMVDb8_400x400.jpg
cabindao,"['Media', 'Social', 'Metaverse']",community of cabins for web workers dao retreat residency program an experiment in decentralized cities,ethereum,14800,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/J1XNdjPW_400x400.png
token engineering commons dao,"['Protocol', 'Social']",an open source and collectively governed project that aims to create token economy to accelerate the token engineering field through responsible ethical creation of public goods for the te community,binance,5100,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/0lc-2v1A_400x400.png
spookyswap dao,['DeFi'],an automated market making amm decentralized exchange dex for the fantom opera network,ethereum,130699,https://ipfs.io/ipfs/QmScc7Vvi73Xm27ZahZPpf98JnZDdySmkov8nfTpaknp4m
venus dao,['DeFi'],earn borrow lend on the decentralized money market on bnbchain,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/5fI4d2YF_400x400.png
offchain labs dao,['DAO Tools'],make smart contracts easier to develop at massive scale with production level security,ethereum,271300,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/8CupXj3d_400x400.jpg
hdao,"['DeFi', 'DAO Tools']",governance token for the extremely popular nft marketplace hic et nunc,bitcoin,3200,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/fcc5db0900f6b91bd89e0f68d3016302.jpeg
miami tech runs dao,['other'],building the ultimate playground at the intersection of sports crypto and culture tech runs is global collective with shared vision to bring health and wellness on chain by building the ultimate playground at the intersection of sports and culture our community believes in using these sports and cultural experiences to unify the masses and make sure that communities are not being left behind we believe that our diversity is our biggest strength and we strive to leverage our unique perspectives to relentlessly push boundaries our shared belief system is what unifies our community which consists of athletes artists musicians founders investors and creatives it is in the tech runs dna to marry profits with purpose and web is our means to achieve this shared goal our connective tissue is strengthened each time we invest in each other push each other and grow alongside each other competitive on the court collaborative off the court every win is unified,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/O1jO3rE4_400x400.jpg
varen dao,"['DeFi', 'other']",varen formerly yf link is defi swap dex integrated with ren bridges so as to bring assets from multiple blockchains onto ethereum protocol trade,ethereum,14500,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/oYs_YFz8_400x400.jpg
saber dao,['DeFi'],protocol enabling seamless cross chain liquidity exchange,ethereum,83900,https://i.imgur.com/3ys1hSo.png
blockapescissors dao,['other'],block ape scissors is web blockchain gaming ecosystem and metaverse that integrates revolutionary and unique nfts as transferable in game assets,other,0,https://ipfs.io/ipfs/QmNSGFXCpyeByrGPTonYnsbeF67KgC2V8FGtAttGwSLuKA
crypto investor agency dao,"['other', 'other', 'other']",crypto investor agency is decentralized financial payment network that rebuilds the traditional payment stack on the blockchain it utilizes stablecoins,other,0,https://pbs.twimg.com/profile_images/1384796840483241988/WAU7PBoS_400x400.jpg
gravityfinance dao,['DeFi'],trade earn yield and join some of the most exciting projects coming to polygon through our launchpad,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/sZ92PLPH_400x400.jpg
lostsouls dao,"['DeFi', 'Protocol']",dao for the lost souls who are dying to contribute to defi,ethereum,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/qoRYj7aM_400x400.png
yolorekt dao,['DeFi'],decentralized short term prediction exchange,ethereum,19300,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/lpgblc4h_400x400.jpg
loot dao,['Gaming'],unfiltered uncensorable building block for stories experiences games and more in the hands of the community at no cost,ethereum,167600,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/YPefYuUA_400x400.jpg
samotclub dao,"['Protocol', 'Social']",an nft club that introduces amazing latin american artistic style,ethereum,9700,https://betswirl.com/icon.png
betswirl.eth dao,['other'],online cryptocurrency gaming platform fully decentralized and anonymous where everyone enjoys fair play,other,0,https://s2.coinmarketcap.com/static/img/coins/200x200/12785.png
colony dao,"['DeFi', 'Investment']",community driven avalanche ecosystem accelerator powered by colony cly token colony is community driven accelerator evolving into an inclusive dao designed to boost avalanche ecosystem growth while returning value to cly token holders,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/SoyD-UGQ_400x400.jpg
hopr  dao,"['DAO Tools', 'Protocol']",privacy networking protocol able to communicate and transfer messages securely,ethereum,29900,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/KbYju-uA_400x400.jpg
hinata dao,"['Social', 'Protocol']",the first anime nft dao the world first web commerce hub fueled by decentralized autonomous organization dao the hinata dao has been established to support quality content creators and incubate platform suited for the future of collectibles metaverse tokenization and blockchain gaming everyone is invited to join our mission as member and participate in hinata governance and development,solana,25100,https://cdn.discordapp.com/attachments/969556643677360188/998996160343711764/unknown.png
antidote dao,['Social Impact'],antidotedao is an altruistic web dao dedicated to funding various cancer initiatives in traditional business models companies are highly centralized and investors have little say in the future of those organizations typical charities also have high overhead costs and don allow you to decide what your money is funding as antidote moves to dao decentralized autonomous organization framework investors will have equal governance in how we operate and what we fund we will begin with more centralized structure and become gradually more decentralized over time daos are not only companies but also communities higher level of collaboration and communication can be achieved through blockchain technology we have the capability to be more successful and have larger impact in the cancer research space than any traditional charity our goal isn to fund other nonprofits but we ll find them strategically to raise awareness of what we re doing our ultimate goal is to seed fund new research that doesn have the funding opportunities elsewhere,ethereum,2300,https://ipfs.io/ipfs/QmfDg6Ag2Y5CPn6sMuu7MhwZe3KZMeZZBZrtgbctgiz7k2
hifi finance dao,['DeFi'],hifi is fixed rate fixed term lending protocol the hifi ecosystem is collection of exciting new projects and partnerships that build upon and integrate into hifi lending protocol the ecosystem enables us to accelerate our rate of experimentation and represents new opportunities to expand our reach the ecosystem has the single objective of driving usage tvl and new users to our lending protocol,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/YPwdd6cd_400x400.jpg
near dao,['Protocol'],decentralized application dapp platform and ethereum competitor,binance,802700,https://ipfs.io/ipfs/Qmeag3WAK7oUbTLPxj4dqFLqcaZG7tpPu3KBoKZSD1coqn
gyroscope protocol dao,['other'],setting the bar for digital currency reinventing stablecoin architecture and risk control,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/69FJuJav_400x400.jpg
arca dao,['Protocol'],arca dao community is developing and expanding the arweave ecosystem project and network,binance,0,https://ipfs.io/ipfs/Qmc3PH6zgK7CaX811mqdni5nuVRSENYXca8u36Nf487qX9
dopedao,['Gaming'],the dope wars community is producing one of the first play to earn crypto games on the ethereum optimism and starknet blockchains inspired by the classic ti game we played instead of doing math homework our dao is the governing body that controls the direction of dope wars development official dope wars projects must be blessed by the dao to be included in our world generally this means that proposal is drafted by an nft holder other holders discuss then vote on the said proposal according to set of rules and then finally actions are taken as an outcome of the process,ethereum,7800,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/5SP1ZtJP_400x400.jpg
defiland dao,['Gaming'],multi chain agriculture simulation web game created to gamify decentralized finance,solana,201000,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/YmUl6Gdn_400x400.jpg
magic internet 🧙🏼‍♂️ dao,"['DeFi', 'Investment']",spell book that allows users to produce magic internet money mim stable coin that users can swap for any other traditional stable coin,ethereum,121900,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/lFzqn6rk_400x400.jpg
maple finance dao,"['DAO Tools', 'DeFi', 'Social', 'Venture Capital']",institutional capital marketplace powered by blockchain technology,solana,27300,https://pbs.twimg.com/profile_images/1479088736218775554/UdOjoRx4_400x400.jpg
dogedao,"['Social', 'DeFi']",doge dao is very giving and is designed to reward long term holders community is first and foremost doge dao is proud to provide transparency and fairness to the community ddoge is decentralized crypto network that is earned owned and governed by the community from the outset,other,0,https://ipfs.io/ipfs/QmSrzUYssewJXJKcigcAxQfvmH15gtg4NtX2G84cfTURbu
euphoria dao,"['other', 'other', 'other', 'other']",multi product defi cross chain protocol,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/DrMQ2AEX_400x400.png
filecoin foundation dao,"['Social', 'Protocol']",independent organization that facilitates governance of the filecoin network and supports the growth of the filecoin ecosystem and the decentralized web,ethereum,48800,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/5a8747cda1e08e9a8f1af1be4402ec17.jpeg
maskeddao👺 dao,"['Collector', 'Investment', 'DeFi', 'Venture Capital', 'Social Impact', 'Media', 'Metaverse']",push forward the idea of investing in nft as valuable assets by implementing groundbreaking ideas using them maskeddao is web organization whose purpose is to push forward the idea of investing in nfts as valuable assets by executing groundbreaking concepts while at the same time sharing the revenue of these concepts to the maskeddao members through the nft they hold,polygon,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/zvhVzEhD_400x400.jpg
sharkdao,['Investment'],pooled capital to buy noun nft,ethereum,12700,https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad
grape dao,['Social'],guarantee the success of grape by harnessing and coordinating the incredible power of our community effort ability and potential,solana,29000,f_auto
copper dao,"['DAO Tools', 'other']",digital asset infrastructure developed in partnership with pioneering institutions,other,0,q_auto:eco
linksdao,['Social'],linksdao is creating the modern golf leisure club global community of thousands of enthusiasts has come together to create one of the world greatest golf clubs and reimagine the country club,ethereum,55100,dpr_1/qmoryajjw3o5ymjz4zxy
flower dao,['Social'],dao buying flower related nfts,ethereum,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/RIzVD7wb_400x400.png
juicebox protocol dao,"['Protocol', 'Social']",programmable treasury for community owned ethereum projects,ethereum,29300,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/FRSsT1QU_400x400.jpg
