age,gender,country,city,income,blockchains,category,choice
79,other,UK,Glasgow,90000,"['Ripple', 'Binance Smart Chain']","['music', 'travel', 'finance']",Country RockThe Weekend Break The Group Tour The Package HolidayMutual Funds Wealth Management Tax/Audit Consulting
77,male,UK,Liverpool,110000,['Binance Smart Chain'],"['music', 'sports']",Pop RhythmandBlues(R&B)Soccer/football Basketball
82,male,US,Los Angeles,105000,"['Polygon', 'Cardano', 'Binance Smart Chain']","['music', 'sports', 'books', 'travel']",Dubstep PopSoccer/footballThrillersThe Package Holiday
91,other,India,Delhi,45000,['Flow'],"['music', 'sports', 'travel', 'finance']",Dubstep Techno ElectronicDanceMusicTennis Soccer/footballThe Caravan/RV Road Trip The Package Holiday The Gap YearTreasury/Debt Instruments
62,male,UK,Liverpool,45000,[],"['music', 'sports', 'books', 'travel']",Rock Techno JazzTable TennisFantasyVisiting Friends The Weekend Break
69,female,US,San Antonio,50000,"['Bitcoin', 'Cardano']","['music', 'sports', 'books', 'travel', 'finance']",PopCricketThrillersLong Term Slow Travel The Group Tour Event TravelStock Market Banking Professional Advisory
28,male,India,Bangalore,100000,['Flow'],"['music', 'sports', 'books', 'travel', 'finance']",DubstepField Hockey Tennis BadmintonScience Fiction Historical FictionThe Gap Year Visiting Friends The Weekend BreakMutual Funds Professional Advisory Tax/Audit Consulting
41,female,US,Houston,20000,"['Ripple', 'Bitcoin']","['music', 'sports', 'books', 'travel', 'finance']",JazzSoccer/football Badminton VolleyballFantasy Historical FictionThe Package Holiday The Caravan/RV Road TripWealth Management
78,female,India,Pune,35000,"['Ripple', 'Cardano']","['music', 'sports', 'books', 'travel', 'finance']",DubstepField HockeyFantasy Mysteries ThrillersThe Package Holiday The Weekend Break Business TravelMutual Funds Tax/Audit Consulting Wealth Management
98,other,UK,Leeds-Bradford,70000,"['Binance Smart Chain', 'Ethereum', 'Ripple']","['music', 'sports', 'books', 'travel', 'finance']",ElectronicDanceMusic Country PopTennis Field HockeyThrillers Science Fiction RomanceThe Package HolidayTreasury/Debt Instruments Banking Tax/Audit Consulting
44,other,India,Bangalore,90000,"['Flow', 'Binance Smart Chain']",['travel'],The Caravan/RV Road Trip The Group Tour Event Travel
63,male,US,Dallas,80000,"['Bitcoin', 'Cardano', 'Ripple']","['music', 'sports']",Jazz ElectronicDanceMusicTable Tennis Cricket
90,female,India,Ahmedabad,60000,[],"['music', 'books', 'finance']",RhythmandBlues(R&B) CountryFantasy Historical FictionWealth Management Banking Treasury/Debt Instruments
70,other,UK,Manchester,40000,['Solana'],"['music', 'sports', 'finance']",Jazz Pop RockBadminton Basketball Soccer/footballTreasury/Debt Instruments Professional Advisory
89,other,US,San Antonio,25000,['Avalanche'],"['music', 'sports', 'books', 'travel', 'finance']",Dubstep CountryBadmintonThrillersVisiting Friends Long Term Slow TravelTreasury/Debt Instruments Professional Advisory
22,male,India,Kolkata,5000,[],"['music', 'sports', 'books', 'travel', 'finance']",RockTennis Soccer/footballMysteriesBusiness Travel Event Travel The Gap YearProfessional Advisory
24,other,India,Delhi,25000,"['Binance Smart Chain', 'Bitcoin', 'Cardano']","['books', 'travel']",Historical Fiction Science FictionThe Caravan/RV Road Trip
85,female,US,NewYorkCity,85000,['Avalanche'],"['music', 'sports', 'books']",Rock Techno JazzCricket Soccer/footballScience Fiction Fantasy
53,female,US,San Antonio,95000,"['Bitcoin', 'Cardano']","['music', 'sports', 'books', 'travel', 'finance']",Jazz Country DubstepBasketballMysteriesVolunteer Travel The Weekend BreakInsurance Wealth Management Tax/Audit Consulting
17,other,India,Delhi,40000,"['Bitcoin', 'Flow']","['music', 'sports', 'books', 'travel', 'finance']",RhythmandBlues(R&B) ElectronicDanceMusic RockField HockeyScience FictionVolunteer Travel The Gap Year Long Term Slow TravelMutual Funds Stock Market Banking
37,male,US,Dallas,115000,"['Cardano', 'Ripple']","['sports', 'books', 'travel']",Basketball Cricket Field HockeyRomanceThe Package Holiday
25,male,US,Chicago,75000,[],"['sports', 'finance']",Cricket BasketballTreasury/Debt Instruments Stock Market
18,other,India,Pune,50000,"['Solana', 'Polygon']","['music', 'sports', 'books', 'travel', 'finance']",TechnoBasketball TennisScience Fiction MysteriesBusiness Travel The Weekend Break The Package HolidayStock Market Mutual Funds
77,male,UK,Liverpool,75000,[],"['music', 'sports', 'books', 'travel', 'finance']",Pop RhythmandBlues(R&B) DubstepSoccer/football Cricket Table TennisMysteriesThe Gap Year Business TravelInsurance Tax/Audit Consulting Stock Market
76,other,India,Pune,50000,"['Ethereum', 'Solana', 'Flow']","['sports', 'books', 'finance']",BasketballScience Fiction FantasyProfessional Advisory
57,male,US,NewYorkCity,55000,"['Ripple', 'Bitcoin']","['music', 'sports', 'finance']",RhythmandBlues(R&B)Soccer/footballBanking
29,female,India,Chennai,80000,['Bitcoin'],"['music', 'sports', 'books', 'travel']",Techno Rock DubstepBasketball Field Hockey CricketThrillers Romance Science FictionBusiness Travel
40,female,India,Chennai,50000,['Flow'],"['music', 'books', 'travel', 'finance']",JazzHistorical FictionLong Term Slow Travel The Package Holiday The Group TourWealth Management Treasury/Debt Instruments Stock Market
75,other,UK,Manchester,80000,[],"['music', 'sports', 'books', 'finance']",Dubstep RhythmandBlues(R&B)Badminton Field HockeyFantasy Science FictionInsurance Wealth Management
99,other,UK,Newcastle,25000,[],"['sports', 'books', 'travel']",BasketballMysteriesThe Group Tour The Gap Year
87,male,US,NewYorkCity,50000,[],"['music', 'sports', 'travel', 'finance']",CountrySoccer/football Field Hockey CricketBusiness Travel The Gap Year The Caravan/RV Road TripStock Market Mutual Funds Treasury/Debt Instruments
58,male,US,Houston,40000,['Binance Smart Chain'],"['music', 'books', 'travel', 'finance']",Pop ElectronicDanceMusic DubstepFantasyEvent Travel The Gap YearMutual Funds Treasury/Debt Instruments
33,male,US,Los Angeles,20000,['Bitcoin'],"['music', 'books', 'finance']",Rock Country ElectronicDanceMusicHistorical Fiction ThrillersMutual Funds
34,other,UK,Liverpool,10000,['Ripple'],"['music', 'sports', 'books', 'travel', 'finance']",Dubstep Jazz ElectronicDanceMusicCricketThrillersThe Group TourMutual Funds Wealth Management
58,other,UK,London,90000,['Binance Smart Chain'],"['music', 'sports', 'travel', 'finance']",TechnoTable Tennis BasketballThe Weekend BreakProfessional Advisory
54,other,India,Pune,50000,"['Solana', 'Avalanche']","['music', 'sports', 'travel', 'finance']",PopVolleyball Badminton Soccer/footballLong Term Slow TravelMutual Funds Wealth Management
23,female,US,San Antonio,15000,[],"['sports', 'books']",Tennis Volleyball Field HockeyThrillers Historical Fiction
31,female,UK,Liverpool,50000,"['Cardano', 'Ethereum']","['music', 'travel', 'finance']",Jazz Techno PopBusiness Travel Event Travel Long Term Slow TravelBanking
14,male,UK,Birmingham-Wolverhampton,105000,"['Bitcoin', 'Avalanche']","['music', 'sports', 'books', 'travel']",ElectronicDanceMusic RhythmandBlues(R&B)Badminton Table TennisFantasy Science Fiction RomanceThe Group Tour The Gap Year
28,other,India,Hyderabad,110000,['Flow'],"['sports', 'travel', 'finance']",BadmintonEvent Travel Long Term Slow TravelInsurance Tax/Audit Consulting Mutual Funds
21,female,India,Pune,35000,"['Cardano', 'Ripple']","['sports', 'books', 'travel', 'finance']",Volleyball Soccer/football Table TennisHistorical FictionVolunteer Travel Event Travel Business TravelWealth Management
42,other,US,Dallas,65000,"['Cardano', 'Binance Smart Chain']","['music', 'sports', 'books', 'travel', 'finance']",Rock PopBadminton Tennis BasketballRomanceThe Gap Year Visiting Friends The Weekend BreakMutual Funds Wealth Management Treasury/Debt Instruments
79,other,US,Philadelphia,35000,[],"['music', 'sports', 'books', 'travel', 'finance']",Dubstep CountryCricket Field HockeyMysteries Historical Fiction Science FictionThe Gap Year The Caravan/RV Road Trip Visiting FriendsWealth Management Insurance
36,female,US,Dallas,50000,"['Polygon', 'Cardano', 'Binance Smart Chain']","['music', 'sports', 'travel', 'finance']",PopTable Tennis Field HockeyThe Package HolidayProfessional Advisory Tax/Audit Consulting
70,male,UK,Birmingham-Wolverhampton,90000,"['Avalanche', 'Cardano']","['music', 'sports']",JazzTennis Cricket Soccer/football
22,female,India,Delhi,115000,"['Binance Smart Chain', 'Solana']","['music', 'travel', 'finance']",RhythmandBlues(R&B) RockThe Caravan/RV Road Trip Volunteer Travel Event TravelTax/Audit Consulting Treasury/Debt Instruments Mutual Funds
36,female,India,Delhi,65000,[],['finance'],Professional Advisory Wealth Management Mutual Funds
30,male,UK,Southampton-Portsmouth,85000,[],"['sports', 'books', 'travel', 'finance']",Field HockeyFantasy MysteriesThe Caravan/RV Road Trip The Gap Year The Package HolidayBanking Insurance Treasury/Debt Instruments
13,other,UK,Manchester,90000,"['Flow', 'Polygon']","['music', 'sports', 'travel']",Jazz ElectronicDanceMusicSoccer/football Volleyball CricketThe Weekend Break Event Travel The Package Holiday
23,male,US,NewYorkCity,35000,['Bitcoin'],"['music', 'travel', 'finance']",JazzVisiting FriendsTax/Audit Consulting Banking
77,male,India,Ahmedabad,55000,[],"['music', 'sports', 'travel', 'finance']",Rock Dubstep TechnoTennisBusiness Travel The Weekend BreakMutual Funds Insurance Stock Market
88,female,UK,Birmingham-Wolverhampton,105000,"['Bitcoin', 'Solana']","['music', 'sports', 'books', 'travel', 'finance']",Country Pop JazzField HockeyFantasyThe Gap YearTax/Audit Consulting Banking
57,male,UK,Newcastle,40000,['Solana'],"['sports', 'books', 'finance']",Table Tennis Volleyball Field HockeyScience FictionTax/Audit Consulting Professional Advisory Insurance
25,male,India,Bangalore,50000,['Ripple'],"['music', 'sports', 'books']",Rock Dubstep RhythmandBlues(R&B)Tennis Field Hockey VolleyballRomance Thrillers
26,male,India,Chennai,50000,[],"['music', 'books', 'travel', 'finance']",Dubstep Pop ElectronicDanceMusicThrillers Science FictionEvent Travel The Weekend BreakBanking Professional Advisory
81,female,UK,Manchester,25000,['Flow'],"['music', 'sports', 'books', 'travel']",RockTable TennisHistorical Fiction MysteriesVolunteer Travel
52,male,UK,Liverpool,110000,[],[],
59,other,US,Philadelphia,100000,['Cardano'],"['music', 'travel', 'finance']",Techno Jazz RockVolunteer Travel The Caravan/RV Road Trip The Package HolidayTreasury/Debt Instruments Mutual Funds Professional Advisory
64,female,UK,Manchester,75000,"['Avalanche', 'Solana']","['music', 'sports', 'books', 'finance']",TechnoBasketball CricketHistorical FictionBanking
58,male,US,San Antonio,45000,"['Ripple', 'Ethereum', 'Polygon']","['sports', 'travel', 'finance']",Field HockeyEvent Travel Visiting FriendsInsurance Stock Market
32,female,UK,Southampton-Portsmouth,75000,[],"['music', 'travel', 'finance']",RockThe Weekend Break Event Travel The Caravan/RV Road TripInsurance Mutual Funds
88,female,UK,Leeds-Bradford,50000,"['Cardano', 'Polygon']","['music', 'sports', 'books', 'travel', 'finance']",Rock Dubstep ElectronicDanceMusicBadminton Field Hockey CricketScience Fiction FantasyThe Gap Year The Package HolidayInsurance Banking Treasury/Debt Instruments
35,female,India,Kolkata,45000,"['Avalanche', 'Bitcoin', 'Flow']","['music', 'books', 'travel']",DubstepScience FictionEvent Travel
90,female,US,Philadelphia,85000,[],"['books', 'travel', 'finance']",Historical Fiction RomanceEvent TravelStock Market Wealth Management
52,other,US,Philadelphia,40000,"['Flow', 'Polygon', 'Binance Smart Chain']","['music', 'sports', 'books', 'travel', 'finance']",Jazz RhythmandBlues(R&B)Field Hockey Badminton VolleyballFantasy Science FictionThe Weekend BreakInsurance
58,male,UK,Manchester,115000,['Ethereum'],"['music', 'books', 'travel']",Jazz ElectronicDanceMusic CountryScience FictionThe Gap Year Business Travel The Group Tour
74,female,India,Mumbai,95000,"['Solana', 'Cardano', 'Ethereum']","['music', 'sports', 'books', 'travel', 'finance']",Pop Dubstep RhythmandBlues(R&B)Badminton Tennis CricketThrillersThe Caravan/RV Road TripStock Market Professional Advisory
84,other,India,Kolkata,35000,[],"['music', 'books', 'finance']",RhythmandBlues(R&B) Pop ElectronicDanceMusicHistorical Fiction FantasyTreasury/Debt Instruments Tax/Audit Consulting
97,male,UK,Southampton-Portsmouth,35000,"['Solana', 'Polygon']","['music', 'books', 'travel']",RhythmandBlues(R&B) Country ElectronicDanceMusicScience Fiction RomanceVisiting Friends Event Travel
15,other,India,Delhi,35000,[],"['sports', 'books', 'travel', 'finance']",BadmintonScience Fiction Mysteries RomanceEvent TravelBanking Professional Advisory Treasury/Debt Instruments
96,male,US,San Antonio,20000,[],"['music', 'sports', 'books', 'travel', 'finance']",ElectronicDanceMusicBasketball CricketRomance FantasyThe Group TourTax/Audit Consulting Professional Advisory Mutual Funds
62,female,US,Dallas,100000,"['Polygon', 'Ethereum', 'Bitcoin']","['music', 'travel', 'finance']",JazzBusiness Travel Long Term Slow TravelStock Market Professional Advisory
78,male,US,Philadelphia,110000,['Polygon'],"['music', 'travel']",Pop CountryVisiting Friends The Weekend Break Event Travel
17,male,India,Kolkata,75000,[],"['music', 'sports', 'books', 'travel']",Country ElectronicDanceMusic TechnoBasketball Table Tennis CricketHistorical Fiction Fantasy ThrillersThe Weekend Break Business Travel
79,other,US,Chicago,100000,[],"['music', 'sports', 'travel', 'finance']",PopField Hockey VolleyballThe Gap Year Visiting Friends The Group TourMutual Funds Tax/Audit Consulting
38,male,India,Kolkata,15000,[],"['music', 'sports', 'books', 'travel', 'finance']",PopSoccer/football Cricket BasketballScience FictionThe Group Tour Long Term Slow TravelProfessional Advisory Banking
98,female,UK,Newcastle,45000,"['Bitcoin', 'Cardano', 'Polygon']","['sports', 'books', 'travel', 'finance']",Soccer/footballHistorical Fiction Romance Science FictionThe Gap YearTax/Audit Consulting
55,male,India,Chennai,35000,[],"['music', 'sports', 'books', 'travel', 'finance']",RhythmandBlues(R&B) Techno PopBasketball Soccer/football Table TennisScience Fiction MysteriesEvent Travel The Caravan/RV Road Trip Long Term Slow TravelMutual Funds Wealth Management Stock Market
51,other,US,Chicago,80000,"['Cardano', 'Solana']","['music', 'sports', 'books', 'travel', 'finance']",RhythmandBlues(R&B)Soccer/football BadmintonScience FictionEvent Travel The Package HolidayWealth Management Insurance Mutual Funds
68,female,India,Kolkata,15000,"['Binance Smart Chain', 'Cardano']","['music', 'sports', 'finance']",RhythmandBlues(R&B) PopSoccer/footballProfessional Advisory Banking Mutual Funds
75,female,US,Chicago,110000,"['Ethereum', 'Solana']","['music', 'sports', 'books', 'travel', 'finance']",Techno ElectronicDanceMusic RockTennis Soccer/football Field HockeyScience Fiction Historical Fiction FantasyBusiness Travel The Caravan/RV Road TripInsurance
59,male,US,San Antonio,105000,"['Solana', 'Binance Smart Chain']","['music', 'sports', 'books', 'finance']",ElectronicDanceMusic Dubstep TechnoTennis Field Hockey VolleyballMysteries Historical Fiction RomanceInsurance Professional Advisory Wealth Management
60,male,UK,London,110000,[],"['music', 'books', 'finance']",Rock ElectronicDanceMusicFantasyTax/Audit Consulting Stock Market Mutual Funds
51,male,UK,Birmingham-Wolverhampton,5000,['Ethereum'],"['music', 'sports', 'books', 'travel']",Jazz RockTable Tennis BasketballFantasy Historical FictionEvent Travel
23,female,India,Kolkata,90000,"['Avalanche', 'Binance Smart Chain']","['music', 'sports']",Dubstep Jazz RhythmandBlues(R&B)Cricket
98,other,US,NewYorkCity,30000,['Ripple'],"['music', 'sports', 'books', 'travel', 'finance']",Pop JazzBadminton Field HockeyMysteries Science FictionVolunteer Travel Event TravelTax/Audit Consulting Mutual Funds Insurance
68,male,India,Kolkata,25000,"['Cardano', 'Flow']","['sports', 'books', 'finance']",Table TennisScience FictionBanking
21,female,UK,Liverpool,90000,[],"['sports', 'books', 'travel', 'finance']",Basketball Field Hockey BadmintonHistorical FictionThe Caravan/RV Road Trip The Gap Year The Weekend BreakTax/Audit Consulting Stock Market Banking
59,male,UK,Leeds-Bradford,70000,"['Binance Smart Chain', 'Ripple']","['music', 'sports', 'books', 'travel', 'finance']",Dubstep TechnoBadmintonMysteries Fantasy RomanceEvent Travel The Gap YearStock Market Wealth Management Insurance
50,male,US,Philadelphia,50000,"['Ripple', 'Solana']","['sports', 'books', 'travel', 'finance']",Volleyball Badminton Field HockeyScience FictionVolunteer Travel The Package HolidayProfessional Advisory
52,other,US,Houston,20000,['Flow'],"['music', 'sports', 'travel']",RhythmandBlues(R&B) Pop TechnoSoccer/football Volleyball TennisBusiness Travel
65,male,US,NewYorkCity,110000,"['Bitcoin', 'Flow', 'Ethereum']","['music', 'sports']",TechnoCricket
14,female,US,NewYorkCity,100000,['Flow'],"['music', 'sports', 'books', 'travel', 'finance']",RhythmandBlues(R&B)Tennis Cricket BasketballRomance Thrillers Science FictionThe Weekend BreakStock Market Professional Advisory
23,male,UK,Manchester,100000,"['Ripple', 'Polygon']","['music', 'sports', 'finance']",RhythmandBlues(R&B)Volleyball CricketInsurance Professional Advisory
57,male,UK,Liverpool,85000,"['Cardano', 'Ripple']","['music', 'books', 'travel', 'finance']",Jazz CountryHistorical FictionVisiting Friends The Group Tour The Package HolidayMutual Funds
79,female,India,Pune,50000,"['Flow', 'Ripple']",['travel'],The Gap Year The Group Tour
95,female,UK,Newcastle,80000,"['Polygon', 'Solana', 'Flow']","['sports', 'books', 'finance']",TennisFantasyTax/Audit Consulting Insurance
72,other,UK,Newcastle,105000,"['Bitcoin', 'Cardano', 'Ripple']","['music', 'sports', 'books']",DubstepCricket Field Hockey BadmintonMysteries Historical Fiction
94,other,UK,Liverpool,45000,"['Solana', 'Cardano', 'Flow']","['sports', 'travel', 'finance']",Table TennisVolunteer Travel The Group TourInsurance Mutual Funds Stock Market
94,female,US,Dallas,35000,[],"['music', 'travel', 'finance']",Pop ElectronicDanceMusic JazzThe Gap Year Event Travel The Caravan/RV Road TripTax/Audit Consulting Insurance Treasury/Debt Instruments
17,other,US,NewYorkCity,95000,"['Flow', 'Cardano']","['sports', 'books', 'travel', 'finance']",Basketball Cricket VolleyballRomanceThe Group TourInsurance Banking Tax/Audit Consulting
27,female,India,Chennai,45000,['Avalanche'],"['sports', 'books', 'finance']",Tennis Table TennisFantasyTreasury/Debt Instruments Wealth Management Insurance
15,other,UK,Newcastle,5000,"['Ethereum', 'Binance Smart Chain', 'Avalanche']","['music', 'sports', 'books', 'travel', 'finance']",RhythmandBlues(R&B) Dubstep RockBadminton CricketFantasy Thrillers Science FictionThe Caravan/RV Road TripStock Market Mutual Funds Banking
70,male,US,Dallas,30000,[],"['music', 'sports', 'travel']",RhythmandBlues(R&B) Dubstep ElectronicDanceMusicVolleyballVisiting Friends Business Travel The Gap Year
21,other,India,Bangalore,45000,['Polygon'],"['sports', 'books', 'finance']",BadmintonMysteries Historical FictionBanking Tax/Audit Consulting
70,other,US,San Antonio,110000,"['Binance Smart Chain', 'Avalanche']","['music', 'sports', 'books', 'finance']",Techno ElectronicDanceMusic RockCricketHistorical Fiction Science Fiction FantasyBanking Mutual Funds Stock Market
93,male,US,Philadelphia,90000,"['Ethereum', 'Ripple']","['music', 'books', 'travel']",Jazz Techno ElectronicDanceMusicMysteriesThe Weekend Break The Caravan/RV Road Trip Event Travel
47,female,UK,Birmingham-Wolverhampton,50000,"['Flow', 'Bitcoin']","['music', 'sports', 'books', 'travel', 'finance']",Country ElectronicDanceMusic DubstepSoccer/football Field HockeyHistorical FictionThe Package Holiday The Weekend BreakInsurance
45,female,US,Phoenix,10000,['Ripple'],"['music', 'sports', 'books', 'travel']",RockSoccer/football BadmintonThrillersThe Package Holiday Volunteer Travel
94,female,UK,London,40000,['Polygon'],"['music', 'sports', 'books', 'travel', 'finance']",ElectronicDanceMusicTable Tennis Field HockeyThrillers Historical FictionThe Package Holiday The Gap Year Volunteer TravelInsurance Mutual Funds Treasury/Debt Instruments
51,other,India,Pune,75000,['Ripple'],"['music', 'books', 'travel']",Jazz Country PopMysteriesEvent Travel The Weekend Break
59,other,UK,Leeds-Bradford,30000,"['Flow', 'Cardano']","['music', 'books']",Rock CountryRomance Mysteries Fantasy
89,female,US,Houston,60000,"['Solana', 'Polygon']","['music', 'sports', 'travel', 'finance']",JazzBadmintonBusiness Travel The Weekend Break Event TravelBanking
36,other,UK,Southampton-Portsmouth,80000,"['Flow', 'Polygon']","['music', 'sports', 'books', 'finance']",Techno Jazz DubstepVolleyball Soccer/football CricketScience Fiction Mysteries Historical FictionTreasury/Debt Instruments Professional Advisory
32,male,India,Pune,25000,['Ethereum'],"['music', 'sports', 'books', 'travel', 'finance']",Techno Rock ElectronicDanceMusicTennis BasketballFantasyBusiness Travel Visiting FriendsInsurance Tax/Audit Consulting
80,female,US,San Antonio,110000,['Bitcoin'],"['music', 'sports', 'books', 'travel', 'finance']",Dubstep Jazz TechnoField Hockey Cricket Table TennisScience Fiction Mysteries RomanceVisiting FriendsInsurance Tax/Audit Consulting Wealth Management
11,male,US,NewYorkCity,30000,"['Polygon', 'Avalanche']","['sports', 'books', 'finance']",TennisScience Fiction MysteriesTax/Audit Consulting Insurance Treasury/Debt Instruments
20,other,India,Mumbai,100000,"['Ripple', 'Binance Smart Chain']","['sports', 'books']",BasketballRomance Fantasy
62,male,UK,Liverpool,10000,[],"['sports', 'books', 'travel', 'finance']",BasketballRomance Science FictionThe Caravan/RV Road Trip The Group TourMutual Funds Wealth Management
24,male,India,Pune,100000,[],"['music', 'sports', 'books', 'finance']",RhythmandBlues(R&B) Techno CountryBadmintonFantasyTax/Audit Consulting
62,female,US,Phoenix,25000,"['Polygon', 'Bitcoin']","['music', 'sports', 'books']",Pop ElectronicDanceMusicTennisMysteries
69,other,India,Hyderabad,60000,['Cardano'],"['music', 'sports']",Techno JazzBadminton
87,other,India,Chennai,30000,"['Ethereum', 'Bitcoin', 'Binance Smart Chain']","['music', 'sports', 'books', 'travel', 'finance']",Dubstep Jazz TechnoVolleyballHistorical FictionVolunteer Travel Long Term Slow TravelStock Market Insurance Wealth Management
45,female,India,Chennai,25000,"['Bitcoin', 'Solana', 'Binance Smart Chain']","['music', 'sports', 'travel', 'finance']",Pop Techno RockSoccer/football Tennis Field HockeyLong Term Slow Travel Volunteer TravelMutual Funds Treasury/Debt Instruments Stock Market
44,other,India,Kolkata,10000,"['Binance Smart Chain', 'Solana', 'Avalanche']","['music', 'sports', 'books', 'travel']",ElectronicDanceMusic Country TechnoField Hockey Cricket BadmintonRomanceThe Weekend Break The Package Holiday Event Travel
88,female,US,NewYorkCity,50000,['Bitcoin'],"['music', 'books', 'travel', 'finance']",RhythmandBlues(R&B) Country RockFantasy Thrillers Historical FictionVolunteer TravelStock Market Mutual Funds
96,female,US,Dallas,25000,['Cardano'],['books'],Fantasy Thrillers
21,male,US,Phoenix,75000,[],"['music', 'sports', 'travel', 'finance']",CountryTable TennisThe Weekend BreakProfessional Advisory
58,male,India,Pune,45000,"['Flow', 'Ethereum']","['music', 'sports', 'books', 'travel']",TechnoCricket TennisHistorical FictionLong Term Slow Travel The Caravan/RV Road Trip
69,other,UK,Southampton-Portsmouth,5000,"['Cardano', 'Avalanche', 'Bitcoin']","['music', 'sports', 'travel', 'finance']",Country Rock JazzBadminton Tennis Field HockeyThe Gap YearTreasury/Debt Instruments
48,male,US,Chicago,115000,['Bitcoin'],"['books', 'finance']",Thrillers Romance MysteriesStock Market
20,male,India,Kolkata,105000,"['Avalanche', 'Solana']","['music', 'books', 'finance']",TechnoRomance Science Fiction FantasyStock Market
46,other,India,Kolkata,25000,"['Avalanche', 'Solana']","['music', 'books', 'travel']",Techno Jazz PopThrillersThe Weekend Break Business Travel
44,male,India,Kolkata,110000,['Binance Smart Chain'],"['music', 'sports', 'travel', 'finance']",DubstepVolleyball BasketballLong Term Slow TravelBanking Wealth Management
53,female,US,San Antonio,65000,"['Ethereum', 'Solana', 'Polygon']","['music', 'travel']",Rock RhythmandBlues(R&B)The Group Tour Long Term Slow Travel
32,female,UK,Glasgow,25000,"['Cardano', 'Flow']","['music', 'sports', 'travel']",RockTennisVisiting Friends
88,other,US,Houston,105000,['Cardano'],"['music', 'books', 'travel']",Dubstep RhythmandBlues(R&B) JazzScience Fiction MysteriesThe Gap Year The Group Tour
46,female,UK,Liverpool,60000,['Ethereum'],"['music', 'sports', 'finance']",Techno Jazz RhythmandBlues(R&B)Cricket VolleyballTax/Audit Consulting
45,other,UK,Leeds-Bradford,60000,['Ripple'],"['music', 'sports', 'books', 'travel', 'finance']",Pop CountrySoccer/footballRomanceBusiness Travel The Caravan/RV Road TripTreasury/Debt Instruments Mutual Funds
65,female,India,Chennai,100000,"['Polygon', 'Solana']","['music', 'sports', 'books', 'travel']",ElectronicDanceMusic RhythmandBlues(R&B) JazzTable TennisMysteries Thrillers Science FictionThe Weekend Break Event Travel The Gap Year
10,male,UK,Manchester,75000,['Bitcoin'],"['music', 'sports', 'books', 'travel']",JazzCricketScience FictionVolunteer Travel Business Travel
12,male,US,Chicago,100000,"['Ethereum', 'Binance Smart Chain']","['music', 'sports']",JazzSoccer/football Field Hockey Basketball
17,other,India,Mumbai,10000,[],"['music', 'travel']",ElectronicDanceMusic RockThe Caravan/RV Road Trip The Gap Year
42,male,US,Los Angeles,65000,"['Ripple', 'Solana']","['music', 'sports', 'books', 'finance']",PopVolleyball Table Tennis BadmintonFantasyStock Market Professional Advisory Wealth Management
27,male,US,Houston,25000,['Avalanche'],"['books', 'travel', 'finance']",FantasyThe Gap YearInsurance Tax/Audit Consulting
14,other,UK,Birmingham-Wolverhampton,60000,[],"['music', 'sports', 'books', 'travel', 'finance']",ElectronicDanceMusic TechnoBadminton Soccer/football Field HockeyHistorical Fiction Science FictionBusiness TravelTax/Audit Consulting
22,male,India,Hyderabad,10000,['Flow'],"['music', 'sports', 'books', 'travel', 'finance']",RhythmandBlues(R&B) DubstepSoccer/footballThrillers Fantasy RomanceVisiting Friends Long Term Slow TravelInsurance Professional Advisory Stock Market
90,female,UK,Manchester,60000,"['Flow', 'Cardano']","['music', 'travel', 'finance']",Jazz Country RockThe Weekend Break Event TravelTreasury/Debt Instruments Mutual Funds
61,female,India,Mumbai,35000,[],"['music', 'sports', 'books', 'finance']",DubstepBasketball Table Tennis Field HockeyScience Fiction Mysteries FantasyTreasury/Debt Instruments Stock Market
71,other,India,Delhi,55000,[],"['music', 'books', 'travel']",Rock Pop ElectronicDanceMusicRomance Historical Fiction FantasyEvent Travel The Weekend Break
67,other,UK,Birmingham-Wolverhampton,10000,"['Avalanche', 'Ripple']","['music', 'books', 'travel', 'finance']",TechnoMysteries Historical Fiction RomanceVolunteer Travel The Group TourInsurance Wealth Management
48,male,US,Chicago,65000,['Ripple'],"['music', 'books', 'travel', 'finance']",Dubstep RockHistorical Fiction Thrillers MysteriesThe Gap Year The Package Holiday The Weekend BreakWealth Management
21,female,India,Pune,65000,"['Avalanche', 'Solana']","['sports', 'books', 'travel', 'finance']",Basketball Badminton Soccer/footballThrillersThe Weekend BreakBanking
78,other,India,Pune,100000,"['Avalanche', 'Cardano']","['music', 'sports', 'books', 'travel']",TechnoCricketMysteriesThe Package Holiday Visiting Friends
78,other,India,Ahmedabad,35000,[],"['music', 'sports', 'travel', 'finance']",Jazz RhythmandBlues(R&B)Field HockeyThe Group TourTax/Audit Consulting Insurance
86,other,US,San Antonio,20000,"['Polygon', 'Ripple']","['music', 'books', 'travel', 'finance']",DubstepHistorical FictionThe Group Tour The Package Holiday Volunteer TravelTreasury/Debt Instruments Insurance
36,female,UK,Glasgow,60000,"['Cardano', 'Solana', 'Polygon']","['sports', 'books', 'travel', 'finance']",Soccer/footballThrillers Mysteries FantasyThe Weekend Break Event Travel Volunteer TravelTax/Audit Consulting Insurance Banking
83,other,India,Mumbai,40000,[],"['music', 'sports', 'books', 'finance']",RhythmandBlues(R&B) PopSoccer/football BadmintonScience Fiction RomanceProfessional Advisory Banking Treasury/Debt Instruments
